"dataset","Input_DMRs","DMRs_with_CpG_overlap","DMRs_with_nCpG_gt5","DMRs_with_meanBeta_lt_0.20","Final_passed_DMRs","Final_retained_percent"
"GSE196696",111,111,111,110,110,99.1
